Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Status
heart-tree-personalized-best-friend-wrapped-canvas,,,,,,,,,18 in x 12 in,,,,,LLF_CANVAS_18x12_HTBF,0.0,,continue,manual,59.00,124.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,19.00,,,,,,,,
heart-tree-personalized-best-friend-wrapped-canvas,,,,,,,,,24 in x 16 in,,,,,LLF_CANVAS_24x16_HTBF,0.0,,continue,manual,74.00,129.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,23.50,,,,,,,,
heart-tree-personalized-best-friend-wrapped-canvas,,,,,,,,,48 in x 32 in,,,,,LLF_CANVAS_48x32_HTBF,0.0,,continue,manual,189.00,84.95,true,true,"",,,,,,,,,,,,,,,,,,,lb,,103.50,,,,,,,,
beach-sand-personalized-best-friend-wrapped-canvas,Beach Sand Personalized Best Friend Wrapped Canvas,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><span>Your wall has never looked so good!  Let us create a one-of-a-kind masterpiece featuring your pet! This is a memory that will last a lifetime!</span></p>
<ul>
<li><span><strong>Ready to hang</strong> - mounting hardware comes attached!</span></li>
<li><span>Includes leveling bumpers to protect your walls</span></li>
<li><span>Our HP Latex Inks are <strong>fade resistant</strong></span></li>
<li><b>Custom Printed</b></li>
</ul>
<ul></ul>",Alpha Paw Prints,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Wrapped Canvas,"_Background=Beach-Sand, _Product-Type=Canvas, _Theme=Best-Friend, _wf_cus, ap-prints, background_Beach Sand, Canvas, custom, friend_product, growaov-collection, import, lulufam, lulufam-canvas, lulufam-customization, new_preview, pet-parents, transform-a-memory, type_Canvas",true,Size,12 in x 8 in,,,,,LLF_CANVAS_12x8_BSBF,0.0,,continue,manual,49.00,114.95,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/beach-sand-personalized-best-friend-wrapped-canvas-alpha-paw.jpg?v=1676265323,1,Beach Sand Personalized Best Friend Wrapped Canvas | Alpha Paw,false,Beach Sand Personalized Best Friend Wrapped Canvas | PetCanva,"Our artists hand design each order with a picture of your pet. T-shirts, blankets, phone cases, canvases or even socks!",,,,,,,,,,,,,lb,,12.50,true,false,,,true,,,active
beach-sand-personalized-best-friend-wrapped-canvas,,,,,,,,,18 in x 12 in,,,,,LLF_CANVAS_18x12_BSBF,0.0,,continue,manual,59.00,124.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,19.00,,,,,,,,
beach-sand-personalized-best-friend-wrapped-canvas,,,,,,,,,24 in x 16 in,,,,,LLF_CANVAS_24x16_BSBF,0.0,,continue,manual,74.00,129.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,23.50,,,,,,,,
beach-sand-personalized-best-friend-wrapped-canvas,,,,,,,,,48 in x 32 in,,,,,LLF_CANVAS_48x32_BSBF,0.0,,continue,manual,189.00,84.95,true,true,"",,,,,,,,,,,,,,,,,,,lb,,103.50,,,,,,,,
july-4th-personalized-best-friend-wrapped-canvas,July 4th Personalized Best Friend Wrapped Canvas,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><span>Your wall has never looked so good!  Let us create a one-of-a-kind masterpiece featuring your pet! This is a memory that will last a lifetime!</span></p>
<ul>
<li><span><strong>Ready to hang</strong> - mounting hardware comes attached!</span></li>
<li><span>Includes leveling bumpers to protect your walls</span></li>
<li><span>Our HP Latex Inks are <strong>fade resistant</strong></span></li>
<li><b>Custom Printed</b></li>
</ul>
<ul></ul>",Alpha Paw Prints,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Wrapped Canvas,"_Background=July-4th, _Product-Type=Canvas, _Theme=Best-Friend, _wf_cus, ap-prints, background_July 4th, Canvas, custom, friend_product, growaov-collection, import, lulufam, lulufam-canvas, lulufam-customization, new_preview, pet-parents, transform-a-memory, type_Canvas",true,Size,12 in x 8 in,,,,,LLF_CANVAS_12x8_JPBF,0.0,,continue,manual,49.00,114.95,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/july-4th-personalized-best-friend-wrapped-canvas-alpha-paw.jpg?v=1676265323,1,July 4th Personalized Best Friend Wrapped Canvas | Alpha Paw,false,July 4th Personalized Best Friend Wrapped Canvas | PetCanva,"Our artists hand design each order with a picture of your pet. T-shirts, blankets, phone cases, canvases or even socks!",,,,,,,,,,,,,lb,,12.50,true,false,,,true,,,active
july-4th-personalized-best-friend-wrapped-canvas,,,,,,,,,18 in x 12 in,,,,,LLF_CANVAS_18x12_JPBF,0.0,,continue,manual,59.00,124.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,19.00,,,,,,,,
july-4th-personalized-best-friend-wrapped-canvas,,,,,,,,,24 in x 16 in,,,,,LLF_CANVAS_24x16_JPBF,0.0,,continue,manual,74.00,129.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,23.50,,,,,,,,
july-4th-personalized-best-friend-wrapped-canvas,,,,,,,,,48 in x 32 in,,,,,LLF_CANVAS_48x32_JPBF,0.0,,continue,manual,189.00,84.95,true,true,"",,,,,,,,,,,,,,,,,,,lb,,103.50,,,,,,,,
boat-personalized-best-friend-wrapped-canvas,Boat Personalized Best Friend Wrapped Canvas,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><span>Your wall has never looked so good!  Let us create a one-of-a-kind masterpiece featuring your pet! This is a memory that will last a lifetime!</span></p>
<ul>
<li><span><strong>Ready to hang</strong> - mounting hardware comes attached!</span></li>
<li><span>Includes leveling bumpers to protect your walls</span></li>
<li><span>Our HP Latex Inks are <strong>fade resistant</strong></span></li>
<li><b>Custom Printed</b></li>
</ul>
<ul></ul>",Alpha Paw Prints,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Wrapped Canvas,"_Background=Outdoors-Livin, _Product-Type=Canvas, _Theme=Best-Friend, _wf_cus, ap-prints, background_On a Boat, Canvas, custom, friend_product, growaov-collection, import, lulufam, lulufam-canvas, lulufam-customization, new_preview, pet-parents, transform-a-memory, type_Canvas",true,Size,12 in x 8 in,,,,,LLF_CANVAS_12x8_BPBF,0.0,,continue,manual,49.00,114.95,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/boat-personalized-best-friend-wrapped-canvas-alpha-paw.jpg?v=1676265318,1,Boat Personalized Best Friend Wrapped Canvas | Alpha Paw,false,Boat Personalized Best Friend Wrapped Canvas | PetCanva,"Our artists hand design each order with a picture of your pet. T-shirts, blankets, phone cases, canvases or even socks!",,,,,,,,,,,,,lb,,12.50,true,false,,,true,,,active
boat-personalized-best-friend-wrapped-canvas,,,,,,,,,18 in x 12 in,,,,,LLF_CANVAS_18x12_BPBF,0.0,,continue,manual,59.00,124.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,19.00,,,,,,,,
boat-personalized-best-friend-wrapped-canvas,,,,,,,,,24 in x 16 in,,,,,LLF_CANVAS_24x16_BPBF,0.0,,continue,manual,74.00,129.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,23.50,,,,,,,,
boat-personalized-best-friend-wrapped-canvas,,,,,,,,,48 in x 32 in,,,,,LLF_CANVAS_48x32_BPBF,0.0,,continue,manual,189.00,84.95,true,true,"",,,,,,,,,,,,,,,,,,,lb,,103.50,,,,,,,,
christmas-living-room-personalized-best-friend-wrapped-canvas,Christmas Living Room Personalized Best Friend Wrapped Canvas,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><span>Your wall has never looked so good!  Let us create a one-of-a-kind masterpiece featuring your pet! This is a memory that will last a lifetime!</span></p>
<ul>
<li><span><strong>Ready to hang</strong> - mounting hardware comes attached!</span></li>
<li><span>Includes leveling bumpers to protect your walls</span></li>
<li><span>Our HP Latex Inks are <strong>fade resistant</strong></span></li>
<li><b>Custom Printed</b></li>
</ul>
<ul></ul>",Alpha Paw Prints,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Wrapped Canvas,"_Background=love, _Product-Type=Canvas, _Theme=Best-Friend, _wf_cus, ap-prints, background_Christmas New, Canvas, custom, friend_product, growaov-collection, import, lulufam, lulufam-canvas, lulufam-customization, new_preview, pet-parents, transform-a-memory, type_Canvas",true,Size,12 in x 8 in,,,,,LLF_CANVAS_12x8_CLBF,0.0,,continue,manual,49.00,114.95,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/christmas-living-room-personalized-best-friend-wrapped-canvas-alpha-paw.jpg?v=1676265318,1,Christmas Living Room Personalized Best Friend Wrapped Canvas | Alpha Paw,false,Christmas Living Room Personalized Best Friend Wrapped Canvas | PetCanva,"Our artists hand design each order with a picture of your pet. T-shirts, blankets, phone cases, canvases or even socks!",,,,,,,,,,,,,lb,,12.50,true,false,,,true,,,active
christmas-living-room-personalized-best-friend-wrapped-canvas,,,,,,,,,18 in x 12 in,,,,,LLF_CANVAS_18x12_CLBF,0.0,,continue,manual,59.00,124.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,19.00,,,,,,,,
christmas-living-room-personalized-best-friend-wrapped-canvas,,,,,,,,,24 in x 16 in,,,,,LLF_CANVAS_24x16_CLBF,0.0,,continue,manual,74.00,129.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,23.50,,,,,,,,
christmas-living-room-personalized-best-friend-wrapped-canvas,,,,,,,,,48 in x 32 in,,,,,LLF_CANVAS_48x32_CLBF,0.0,,continue,manual,189.00,84.95,true,true,"",,,,,,,,,,,,,,,,,,,lb,,103.50,,,,,,,,
farm-personalized-best-friend-wrapped-canvas,Farm Personalized Best Friend Wrapped Canvas,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><span>Your wall has never looked so good!  Let us create a one-of-a-kind masterpiece featuring your pet! This is a memory that will last a lifetime!</span></p>
<ul>
<li><span><strong>Ready to hang</strong> - mounting hardware comes attached!</span></li>
<li><span>Includes leveling bumpers to protect your walls</span></li>
<li><span>Our HP Latex Inks are <strong>fade resistant</strong></span></li>
<li><b>Custom Printed</b></li>
</ul>
<ul></ul>",Alpha Paw Prints,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Wrapped Canvas,"_Background=love, _Product-Type=Canvas, _Theme=Best-Friend, _wf_cus, ap-prints, background_Farm, Canvas, custom, friend_product, growaov-collection, import, lulufam, lulufam-canvas, lulufam-customization, new_preview, pet-parents, transform-a-memory, type_Canvas",true,Size,12 in x 8 in,,,,,LLF_CANVAS_12x8_FMBF,0.0,,continue,manual,49.00,114.95,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/farm-personalized-best-friend-wrapped-canvas-alpha-paw.jpg?v=1676265319,1,Farm Personalized Best Friend Wrapped Canvas | Alpha Paw,false,,,,,,,,,,,,,,,lb,,12.50,true,false,,,true,,,active
farm-personalized-best-friend-wrapped-canvas,,,,,,,,,18 in x 12 in,,,,,LLF_CANVAS_18x12_FMBF,0.0,,continue,manual,59.00,124.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,19.00,,,,,,,,
farm-personalized-best-friend-wrapped-canvas,,,,,,,,,24 in x 16 in,,,,,LLF_CANVAS_24x16_FMBF,0.0,,continue,manual,74.00,129.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,23.50,,,,,,,,
farm-personalized-best-friend-wrapped-canvas,,,,,,,,,48 in x 32 in,,,,,LLF_CANVAS_48x32_FMBF,0.0,,continue,manual,189.00,84.95,true,true,"",,,,,,,,,,,,,,,,,,,lb,,103.50,,,,,,,,
fall-personalized-best-friend-wrapped-canvas,Fall Personalized Best Friend Wrapped Canvas,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><span>Your wall has never looked so good!  Let us create a one-of-a-kind masterpiece featuring your pet! This is a memory that will last a lifetime!</span></p>
<ul>
<li><span><strong>Ready to hang</strong> - mounting hardware comes attached!</span></li>
<li><span>Includes leveling bumpers to protect your walls</span></li>
<li><span>Our HP Latex Inks are <strong>fade resistant</strong></span></li>
<li><b>Custom Printed</b></li>
</ul>
<ul></ul>",Alpha Paw Prints,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Wrapped Canvas,"_Background=fall-background, _Background=love, _Product-Type=Canvas, _Theme=Best-Friend, _wf_cus, ap-prints, background_The Fall, Canvas, custom, friend_product, growaov-collection, import, lulufam, lulufam-canvas, lulufam-customization, new_preview, pet-parents, transform-a-memory, type_Canvas",true,Size,12 in x 8 in,,,,,LLF_CANVAS_12x8_FLBF,0.0,,continue,manual,49.00,114.95,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/fall-personalized-best-friend-wrapped-canvas-alpha-paw.jpg?v=1676265318,1,Fall Personalized Best Friend Wrapped Canvas | Alpha Paw,false,Fall Personalized Best Friend Wrapped Canvas | PetCanva,"Our artists hand design each order with a picture of your pet. T-shirts, blankets, phone cases, canvases or even socks!",,,,,,,,,,,,,lb,,12.50,true,false,,,true,,,active
fall-personalized-best-friend-wrapped-canvas,,,,,,,,,18 in x 12 in,,,,,LLF_CANVAS_18x12_FLBF,0.0,,continue,manual,59.00,124.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,19.00,,,,,,,,
fall-personalized-best-friend-wrapped-canvas,,,,,,,,,24 in x 16 in,,,,,LLF_CANVAS_24x16_FLBF,0.0,,continue,manual,74.00,129.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,23.50,,,,,,,,
fall-personalized-best-friend-wrapped-canvas,,,,,,,,,48 in x 32 in,,,,,LLF_CANVAS_48x32_FLBF,0.0,,continue,manual,189.00,84.95,true,true,"",,,,,,,,,,,,,,,,,,,lb,,103.50,,,,,,,,
camping-personalized-best-friend-wrapped-canvas,Camping Personalized Best Friend Wrapped Canvas,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><span>Your wall has never looked so good!  Let us create a one-of-a-kind masterpiece featuring your pet! This is a memory that will last a lifetime!</span></p>
<ul>
<li><span><strong>Ready to hang</strong> - mounting hardware comes attached!</span></li>
<li><span>Includes leveling bumpers to protect your walls</span></li>
<li><span>Our HP Latex Inks are <strong>fade resistant</strong></span></li>
<li><b>Custom Printed</b></li>
</ul>
<ul></ul>",Alpha Paw Prints,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Wrapped Canvas,"_Background=Camping-Personalized, _Background=Outdoors-Livin, _Product-Type=Canvas, _Theme=Best-Friend, _wf_cus, ap-prints, background_Camping, Canvas, custom, friend_product, growaov-collection, import, lulufam, lulufam-canvas, lulufam-customization, new_preview, pet-parents, transform-a-memory, type_Canvas",true,Size,12 in x 8 in,,,,,LLF_CANVAS_12x8_CBF,0.0,,continue,manual,49.00,114.95,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/camping-personalized-best-friend-wrapped-canvas-alpha-paw.jpg?v=1676265318,1,Camping Personalized Best Friend Wrapped Canvas | Alpha Paw,false,Camping Personalized Best Friend Wrapped Canvas | PetCanva,"Our artists hand design each order with a picture of your pet. T-shirts, blankets, phone cases, canvases or even socks!",,,,,,,,,,,,,lb,,12.50,true,false,,,true,,,active
camping-personalized-best-friend-wrapped-canvas,,,,,,,,,18 in x 12 in,,,,,LLF_CANVAS_18x12_CBF,0.0,,continue,manual,59.00,124.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,19.00,,,,,,,,
camping-personalized-best-friend-wrapped-canvas,,,,,,,,,24 in x 16 in,,,,,LLF_CANVAS_24x16_CBF,0.0,,continue,manual,74.00,129.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,23.50,,,,,,,,
camping-personalized-best-friend-wrapped-canvas,,,,,,,,,48 in x 32 in,,,,,LLF_CANVAS_48x32_CBF,0.0,,continue,manual,189.00,84.95,true,true,"",,,,,,,,,,,,,,,,,,,lb,,103.50,,,,,,,,
lake-mountain-personalized-best-friend-wrapped-canvas,Lake & Mountain Personalized Best Friend Wrapped Canvas,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><span>Your wall has never looked so good!  Let us create a one-of-a-kind masterpiece featuring your pet! This is a memory that will last a lifetime!</span></p>
<ul>
<li><span><strong>Ready to hang</strong> - mounting hardware comes attached!</span></li>
<li><span>Includes leveling bumpers to protect your walls</span></li>
<li><span>Our HP Latex Inks are <strong>fade resistant</strong></span></li>
<li><b>Custom Printed</b></li>
</ul>
<ul></ul>",Alpha Paw Prints,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Wrapped Canvas,"_Background=love, _Product-Type=Canvas, _Theme=Best-Friend, _wf_cus, ap-prints, background_Lake & Mountain, Canvas, custom, friend_product, growaov-collection, import, lulufam, lulufam-canvas, lulufam-customization, new_preview, pet-parents, transform-a-memory, type_Canvas",true,Size,12 in x 8 in,,,,,LLF_CANVAS_12x8_LBF,0.0,,continue,manual,49.00,114.95,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/lake-and-mountain-personalized-best-friend-wrapped-canvas-alpha-paw.jpg?v=1676265290,1,Lake & Mountain Personalized Best Friend Wrapped Canvas | Alpha Paw,false,Lake & Mountain Personalized Best Friend Wrapped Canvas | PetCanva,"Our artists hand design each order with a picture of your pet. T-shirts, blankets, phone cases, canvases or even socks!",,,,,,,,,,,,,lb,,12.50,true,false,,,true,,,active
lake-mountain-personalized-best-friend-wrapped-canvas,,,,,,,,,18 in x 12 in,,,,,LLF_CANVAS_18x12_LBF,0.0,,continue,manual,59.00,124.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,19.00,,,,,,,,
lake-mountain-personalized-best-friend-wrapped-canvas,,,,,,,,,24 in x 16 in,,,,,LLF_CANVAS_24x16_LBF,0.0,,continue,manual,74.00,129.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,23.50,,,,,,,,
lake-mountain-personalized-best-friend-wrapped-canvas,,,,,,,,,48 in x 32 in,,,,,LLF_CANVAS_48x32_LBF,0.0,,continue,manual,189.00,84.95,true,true,"",,,,,,,,,,,,,,,,,,,lb,,103.50,,,,,,,,
the-dock-personalized-best-friend-wrapped-canvas,The Dock Personalized Best Friend Wrapped Canvas,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><span>Your wall has never looked so good!  Let us create a one-of-a-kind masterpiece featuring your pet! This is a memory that will last a lifetime!</span></p>
<ul>
<li><span><strong>Ready to hang</strong> - mounting hardware comes attached!</span></li>
<li><span>Includes leveling bumpers to protect your walls</span></li>
<li><span>Our HP Latex Inks are <strong>fade resistant</strong></span></li>
<li><b>Custom Printed</b></li>
</ul>
<ul></ul>",Alpha Paw Prints,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Wrapped Canvas,"_Background=The-Dock, _Product-Type=Canvas, _Theme=Best-Friend, _wf_cus, ap-prints, background_The Dock, Canvas, custom, Dock, friend_product, growaov-collection, import, lulufam, lulufam-canvas, lulufam-customization, new_preview, pet-parents, transform-a-memory, type_Canvas",true,Size,12 in x 8 in,,,,,LLF_CANVAS_12x8_DBF,0.0,,continue,manual,49.00,114.95,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/the-dock-personalized-best-friend-wrapped-canvas-alpha-paw.jpg?v=1676265290,1,The Dock Personalized Best Friend Wrapped Canvas | Alpha Paw,false,The Dock Personalized Best Friend Wrapped Canvas | PetCanva,"Our artists hand design each order with a picture of your pet. T-shirts, blankets, phone cases, canvases or even socks!",,,,,,,,,,,,,lb,,12.50,true,false,,,true,,,active
the-dock-personalized-best-friend-wrapped-canvas,,,,,,,,,18 in x 12 in,,,,,LLF_CANVAS_18x12_DBF,0.0,,continue,manual,59.00,124.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,19.00,,,,,,,,
the-dock-personalized-best-friend-wrapped-canvas,,,,,,,,,24 in x 16 in,,,,,LLF_CANVAS_24x16_DBF,0.0,,continue,manual,74.00,129.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,23.50,,,,,,,,
fathers-day-wrapped-canvas,Fathers Day Wrapped Canvas,"<meta charset=""utf-8"">
<p><span>These Personalized Family Wrapped Canvases feature a unique design and style. The diverse collection includes a wide variety of original landscapes and scenarios. This exclusive artwork is ideal for featuring you and your pet on any wall of your home. Each ready-to-hang portrait comes with mounting hardware and leveling bumpers. Not to mention, their fade-resistant inks are water and solvent-based, avoiding toxic chemicals. This canvas is the perfect accessory for caring pet-lovers. Let it also be a life-lasting memory of the special bond you have with your furry friend.</span></p>
<ul>
<li><span><strong>Ready to hang</strong> - mounting hardware comes attached!</span></li>
<li><span>Includes leveling bumpers to protect your walls</span></li>
<li><span>Our HP Latex Inks are <strong>fade resistant</strong></span></li>
<li>
<strong>No Chemicals</strong><span> </span>- inks are water and solvent based</li>
</ul>
<ul></ul>
<ul></ul>
<style></style>
<style></style>",Alpha Paw Prints,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork","","_Product-Type=Canvas, _wf_cus, ap-prints, Canvas, custom, fathers_day, growaov-collection, import, lulufam, lulufam-canvas, lulufam-customization, pet-parents, preview, transform-a-memory, type_Canvas",true,Size,12 in x 8 in,,,,,LLF_CANVAS_12x8_FD,0.0,,continue,manual,49.00,114.95,true,true,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/fathers-day-wrapped-canvas-alpha-paw.jpg?v=1676265290,1,Fathers Day Wrapped Canvas | Alpha Paw,false,Fathers Day Wrapped Canvas | PetCanva,"Our artists hand design each order with a picture of your pet. T-shirts, blankets, phone cases, canvases or even socks!",,,,,,,,,,,,,lb,,12.50,true,false,,,true,,,active
fathers-day-wrapped-canvas,,,,,,,,,18 in x 12 in,,,,,LLF_CANVAS_18x12_FD,0.0,,continue,manual,59.00,124.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,19.00,,,,,,,,
fathers-day-wrapped-canvas,,,,,,,,,24 in x 16 in,,,,,LLF_CANVAS_24x16_FD,0.0,,continue,manual,74.00,129.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,23.50,,,,,,,,
fathers-day-wrapped-canvas,,,,,,,,,48 in x 32 in,,,,,LLF_CANVAS_48x32_FD,0.0,,continue,manual,189.00,249.95,true,true,,,,,,,,,,,,,,,,,,,,lb,,85.00,,,,,,,,
limited-custom-pet-canvas,Custom Pet Canva (Limited Edition),"<meta charset=""utf-8"">
<p> </p>
<p><img src=""//cdn.shopify.com/s/files/1/2194/8381/files/Screen_Shot_2018-05-28_at_4.58.38_PM_large.png?v=1527541164"" alt="""" width=""547"" height=""56""></p>
<meta charset=""utf-8"">
<p><strong>*LIMITED TIME - SHANE FOLLOWERS*</strong></p>
<p>Enjoy your PetCanva™ exclusive canvas with a professionally designed piece of art with your fur baby on it! Put it wherever you want, the beauty though is that you can hang on to this sentimental piece of value forever.</p>
<p><span>For the best results, please capture your pet standing or sitting up. Please see our </span><span></span><a href=""https://petcanva.com/pages/photo-guide"" target=""_blank"" rel=""noopener noreferrer"">Ultimate Photo Guide</a><span> for more.</span></p>
<ul>
<li>Mounting brackets included - centered on frame</li>
<li>Hand glued solid wood stretched bars</li>
<li>1.5"" deep</li>
</ul>
<p><em>""PetCanva"" came from the word ""Canvas"". We wanted to put a lot of emphasis around how awesome canvases are, especially with a picture of your fur baby printed on it. It's an amazing conversation piece. It's a lifelong piece of value that you can keep with you forever. </em> </p>",Alpha Paw Prints,,"","ap-prints, carthook_blanket, carthook_checkout, growaov-collection, growaov-ignore, lulufam-canvas, pet-parents",false,Size,"12"" x 12""",,,,,PC_CANVAS_LIMITED_12x12,0.0,,deny,manual,84.95,124.95,true,true,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/custom-pet-canva-limited-edition-alpha-paw-1.jpg?v=1676265290,1,Custom Pet Canva (Limited Edition) | Alpha Paw,false,,,,,,,,,,,,,,,lb,,19.00,true,true,,,true,,,archived
limited-custom-pet-canvas,,,,,,,,,"16"" x 20""",,,,,PC_CANVAS_LIMITED_16x20,0.0,,deny,manual,94.95,134.95,true,true,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/custom-pet-canva-limited-edition-alpha-paw-2.jpg?v=1676265292,2,Custom Pet Canva (Limited Edition) | Alpha Paw,,,,,,,,,,,,,,,,lb,,25.10,,,,,,,,
limited-custom-pet-canvas,,,,,,,,,"30"" x 40""",,,,,PC_CANVAS_LIMITED_30x40,0.0,,deny,manual,224.95,284.95,true,true,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/custom-pet-canva-limited-edition-alpha-paw-3.jpg?v=1676265294,3,Custom Pet Canva (Limited Edition) | Alpha Paw,,,,,,,,,,,,,,,,lb,,59.25,,,,,,,,
limited-custom-pet-canvas,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/custom-pet-canva-limited-edition-alpha-paw-4.png?v=1676265296,4,Custom Pet Canva (Limited Edition) | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
limited-custom-pet-canvas,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/custom-pet-canva-limited-edition-alpha-paw-5.png?v=1676265298,5,Custom Pet Canva (Limited Edition) | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
limited-custom-pet-canvas,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/custom-pet-canva-limited-edition-alpha-paw-6.png?v=1676265302,6,Custom Pet Canva (Limited Edition) | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
limited-custom-pet-canvas,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/custom-pet-canva-limited-edition-alpha-paw-7.png?v=1676265304,7,Custom Pet Canva (Limited Edition) | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
limited-custom-pet-canvas,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/custom-pet-canva-limited-edition-alpha-paw-8.png?v=1676265308,8,Custom Pet Canva (Limited Edition) | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
limited-custom-pet-canvas,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/custom-pet-canva-limited-edition-alpha-paw-9.png?v=1676265310,9,Custom Pet Canva (Limited Edition) | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
limited-custom-pet-canvas,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/custom-pet-canva-limited-edition-alpha-paw-10.png?v=1676265312,10,Custom Pet Canva (Limited Edition) | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
limited-custom-pet-canvas,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/custom-pet-canva-limited-edition-alpha-paw-11.png?v=1676265314,11,Custom Pet Canva (Limited Edition) | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
